,emp_id,Username,First_Name,Last_Name,Gender,OriginCountry,Date_of_Birth,Date_Hired,Position,Department,Site,Site_Country,status,Age,Hired_period
495,101500,russell_smith,Russell,Smith,Male,Canada,1997-10-18,2021-04-08,Engineering Engineer,Engineering,Surabaya,Indonesia,active,27.0,3.0
496,101501,kyle_hoffman,Kyle,Hoffman,Male,Poland,1996-03-04,2021-04-05,Finance Engineer,Finance,Surabaya,Indonesia,active,28.0,3.0
497,101502,bobby_carey,Bobby,Carey,Male,Australia,1980-06-05,2023-12-29,Engineering Engineer,Engineering,Kulim,Malaysia,active,44.0,0.0
498,101503,michelle_brooks,Michelle,Brooks,Female,Indonesia,1972-04-24,2023-08-06,Information Technology Manager,Information Technology,Kulim,Malaysia,active,52.0,1.0
499,101504,keith_brooks,Keith,Brooks,Male,Singapore,1979-03-20,2020-06-25,Data Analysis Manager,Data Analysis,Senai,Malaysia,active,45.0,4.0
500,101505,jeffrey_richards,Jeffrey,Richards,Male,Singapore,1999-11-26,2023-08-31,Safety Manager,Safety,Surabaya,Indonesia,active,24.0,1.0
501,101506,ryan_wyatt,Ryan,Wyatt,Male,Singapore,1974-07-28,2020-08-31,Sales Manager,Sales,Kulim,Malaysia,active,50.0,4.0
502,101507,lisa_williams,Lisa,Williams,Female,New Zealand,1990-12-04,2022-10-19,Finance Manager,Finance,Kuala Lumpur,Malaysia,active,33.0,2.0
503,101508,logan_yang,Logan,Yang,Male,Vietnam,1988-04-13,2021-11-10,Sales Manager,Sales,Senai,Malaysia,active,36.0,2.0
504,101509,david_deleon,David,Deleon,Male,Spain,1991-05-13,2020-04-07,Engineering Engineer,Engineering,Senai,Malaysia,active,33.0,4.0
505,101510,thomas_campbell,Thomas,Campbell,Male,New Zealand,1994-11-30,2023-09-24,Safety Manager,Safety,Surabaya,Indonesia,active,29.0,1.0
506,101511,david_delacruz,David,Delacruz,Male,Spain,1998-04-09,2024-05-18,Engineering Manager,Engineering,Surabaya,Indonesia,active,26.0,0.0
507,101512,amber_hall,Amber,Hall,Female,Spain,1972-01-28,2024-08-09,Data Analysis Manager,Data Analysis,Senai,Malaysia,active,52.0,0.0
508,101513,saengdao_nimit,Saengdao,Nimit,Female,Thailand,1997-10-11,2024-09-08,Safety Engineer,Safety,Kuala Lumpur,Malaysia,active,27.0,0.0
509,101514,siriporn_thammarat,Siriporn,Thammarat,Female,Thailand,1982-09-26,2019-12-22,HR Manager,Human Resource,Kulim,Malaysia,active,42.0,4.0
510,101515,angela_moore,Angela,Moore,Female,Australia,1985-06-27,2023-08-15,Sales Engineer,Sales,Surabaya,Indonesia,active,39.0,1.0
511,101516,marilyn_hess,Marilyn,Hess,Female,Poland,1999-10-18,2021-09-18,Site Support Engineer,Site Support,Kulim,Malaysia,active,25.0,3.0
512,101517,thipwanee_sangwong,Thip Wanee,Sangwong,Female,Thailand,1971-04-03,2020-11-13,Executive Management Engineer,Executive Management,Kulim,Malaysia,active,53.0,3.0
513,101518,hannah_rivas,Hannah,Rivas,Female,Australia,2001-09-06,2023-10-04,Executive Management Engineer,Executive Management,Kulim,Malaysia,active,23.0,1.0
514,101519,sarah_reed,Sarah,Reed,Female,Australia,1979-04-11,2023-07-08,Site Management Engineer,Site Management,Kuala Lumpur,Malaysia,active,45.0,1.0
515,101520,shane_gonzalez,Shane,Gonzalez,Female,Canada,1973-11-23,2020-10-14,Sales Engineer,Sales,Surabaya,Indonesia,active,50.0,4.0
516,101521,sara_hudson,Sara,Hudson,Female,Poland,1976-05-14,2021-09-22,HR Engineer,Human Resource,Kulim,Malaysia,active,48.0,3.0
517,101522,michele_stewart,Michele,Stewart,Female,Canada,1989-04-09,2022-12-30,HR Manager,Human Resource,Kuala Lumpur,Malaysia,active,35.0,1.0
518,101523,ian_wilson,Ian,Wilson,Male,New Zealand,1969-04-16,2024-02-06,Site Management Engineer,Site Management,Kulim,Malaysia,inactive,55.0,0.0
519,101524,jill_holmes,Jill,Holmes,Female,Poland,1990-11-01,2021-01-21,Data Analysis Manager,Data Analysis,Kuala Lumpur,Malaysia,active,34.0,3.0
520,101525,glenn_brown,Glenn,Brown,Female,Canada,1966-08-17,2021-05-01,HR Engineer,Human Resource,Senai,Malaysia,inactive,58.0,3.0
521,101526,johnny_sullivan,Johnny,Sullivan,Female,Australia,1966-04-20,2019-11-13,Safety Engineer,Safety,Kuala Lumpur,Malaysia,inactive,58.0,4.0
522,101527,valerie_vongchai,Valerie,Vongchai,Female,Thailand,1984-09-12,2023-12-16,Engineering Manager,Engineering,Surabaya,Indonesia,active,40.0,0.0
523,101528,cheryl_lee,Cheryl,Lee,Female,Indonesia,1999-09-15,2024-09-29,Engineering Manager,Engineering,Kuala Lumpur,Malaysia,active,25.0,0.0
524,101529,thiraphong_boonlert,Thiraphong,Boonlert,Male,Thailand,1976-04-30,2024-01-18,Sales Manager,Sales,Surabaya,Indonesia,active,48.0,0.0
525,101530,randy_thompson,Randy,Thompson,Male,Spain,1989-07-13,2019-10-30,Engineering Manager,Engineering,Senai,Malaysia,active,35.0,5.0
526,101531,daniel_payne,Daniel,Payne,Male,Spain,2003-12-30,2019-02-11,Engineering Engineer,Engineering,Senai,Malaysia,active,20.0,5.0
527,101532,michael_lucas,Michael,Lucas,Male,Poland,1969-06-01,2021-01-17,Site Support Engineer,Site Support,Kuala Lumpur,Malaysia,inactive,55.0,3.0
528,101533,sarah_scott,Sarah,Scott,Female,Australia,2002-08-27,2023-03-31,Executive Management Manager,Executive Management,Surabaya,Indonesia,active,22.0,1.0
529,101534,shawn_herring,Shawn,Herring,Female,Singapore,1998-12-19,2021-05-12,Information Technology Engineer,Information Technology,Kulim,Malaysia,active,25.0,3.0
530,101535,jorge_clark,Jorge,Clark,Male,Australia,1992-12-20,2022-08-18,Executive Management Engineer,Executive Management,Kuala Lumpur,Malaysia,active,31.0,2.0
531,101536,sarawut_srisawat,Sarawut,Srisawat,Male,Thailand,2006-06-16,2024-06-20,Executive Management Engineer,Executive Management,Surabaya,Indonesia,active,18.0,0.0
532,101537,joanna_moore,Joanna,Moore,Female,Canada,1964-12-24,2024-08-31,Safety Engineer,Safety,Kulim,Malaysia,inactive,59.0,0.0
533,101538,wayne_alexander,Wayne,Alexander,Male,New Zealand,1974-02-02,2022-06-16,Finance Engineer,Finance,Kuala Lumpur,Malaysia,active,50.0,2.0
534,101539,anita_davis,Anita,Davis,Female,Canada,1993-05-17,2024-12-01,Data Analysis Engineer,Data Analysis,Kulim,Malaysia,active,31.0,-1.0
535,101540,morgan_mcclure,Morgan,Mcclure,Male,Germany,1988-10-21,2024-03-10,Engineering Engineer,Engineering,Kulim,Malaysia,active,36.0,0.0
536,101541,danielle_jones,Danielle,Jones,Female,Poland,1980-06-10,2021-07-24,Sales Engineer,Sales,Senai,Malaysia,active,44.0,3.0
537,101542,patrick_roberts,Patrick,Roberts,Male,Spain,1974-12-22,2022-02-24,HR Engineer,Human Resource,Kuala Lumpur,Malaysia,active,49.0,2.0
538,101543,robert_martinez,Robert,Martinez,Male,Spain,1973-09-23,2023-02-19,Finance Manager,Finance,Kuala Lumpur,Malaysia,active,51.0,1.0
539,101544,chelsea_hart,Chelsea,Hart,Male,Vietnam,1968-04-25,2023-09-14,Data Analysis Manager,Data Analysis,Kuala Lumpur,Malaysia,inactive,56.0,1.0
540,101545,anthony_hickman,Anthony,Hickman,Male,Singapore,1995-12-29,2023-12-19,Information Technology Engineer,Information Technology,Kuala Lumpur,Malaysia,active,28.0,0.0
541,101546,anthony_huang,Anthony,Huang,Male,New Zealand,2000-12-16,2023-05-07,Finance Manager,Finance,Kulim,Malaysia,active,23.0,1.0
542,101547,justin_esparza,Justin,Esparza,Male,Poland,1996-10-16,2020-05-24,Finance Manager,Finance,Surabaya,Indonesia,active,28.0,4.0
543,101548,sarah_flores,Sarah,Flores,Female,Singapore,1996-01-19,2022-12-05,Finance Manager,Finance,Surabaya,Indonesia,active,28.0,1.0
544,101549,larry_cline,Larry,Cline,Male,Australia,1999-08-22,2019-10-11,Data Analysis Manager,Data Analysis,Kuala Lumpur,Malaysia,active,25.0,5.0
545,101550,suttipong_yuthasak,Suttipong,Yuthasak,Male,Thailand,1994-06-30,2023-08-09,Sales Engineer,Sales,Senai,Malaysia,active,30.0,1.0
546,101551,maria_fisher,Maria,Fisher,Female,Canada,1981-09-05,2021-03-07,Sales Manager,Sales,Kuala Lumpur,Malaysia,active,43.0,3.0
547,101552,holly_lewis,Holly,Lewis,Female,Spain,2004-06-22,2020-11-07,Executive Management Engineer,Executive Management,Surabaya,Indonesia,active,20.0,3.0
548,101553,andrew_reed,Andrew,Reed,Male,Indonesia,1985-04-29,2020-08-18,Data Analysis Engineer,Data Analysis,Senai,Malaysia,active,39.0,4.0
549,101554,mark_gomez,Mark,Gomez,Male,Spain,1974-04-04,2023-04-25,Information Technology Engineer,Information Technology,Kulim,Malaysia,active,50.0,1.0
550,101555,nicole_mcgrath,Nicole,Mcgrath,Female,Poland,1964-11-11,2024-04-13,Information Technology Manager,Information Technology,Surabaya,Indonesia,inactive,59.0,0.0
551,101556,billy_stewart,Billy,Stewart,Female,Poland,1981-06-01,2022-08-07,Safety Manager,Safety,Kuala Lumpur,Malaysia,active,43.0,2.0
552,101557,carrie_jones,Carrie,Jones,Female,New Zealand,1990-02-20,2022-01-07,Finance Engineer,Finance,Surabaya,Indonesia,active,34.0,2.0
553,101558,tanya_campbell,Tanya,Campbell,Female,Vietnam,1983-08-25,2022-02-05,Safety Engineer,Safety,Kulim,Malaysia,active,41.0,2.0
554,101559,peggy_brown,Peggy,Brown,Female,Canada,1963-12-16,2021-10-14,Engineering Manager,Engineering,Surabaya,Indonesia,inactive,60.0,3.0
555,101560,tammy_foster,Tammy,Foster,Female,Singapore,1995-06-16,2021-02-15,Finance Manager,Finance,Kulim,Malaysia,active,29.0,3.0
556,101561,chris_gillespie,Chris,Gillespie,Female,Germany,1991-12-14,2020-12-03,Data Analysis Engineer,Data Analysis,Surabaya,Indonesia,active,32.0,3.0
557,101562,tyler_owen,Tyler,Owen,Male,Vietnam,1997-06-02,2022-12-04,HR Engineer,Human Resource,Senai,Malaysia,active,27.0,1.0
558,101563,kevin_jones,Kevin,Jones,Male,Canada,1989-03-17,2024-03-16,Executive Management Engineer,Executive Management,Surabaya,Indonesia,active,35.0,0.0
559,101564,nittaya_intarachai,Nittaya,Intarachai,Female,Thailand,1995-05-07,2020-08-25,HR Manager,Human Resource,Senai,Malaysia,active,29.0,4.0
560,101565,daniel_pearson,Daniel,Pearson,Male,Singapore,2005-11-05,2024-03-07,Site Support Engineer,Site Support,Surabaya,Indonesia,active,19.0,0.0
561,101566,carrie_wood,Carrie,Wood,Female,New Zealand,1994-12-02,2022-03-28,Safety Manager,Safety,Surabaya,Indonesia,active,29.0,2.0
562,101567,dorothy_adams,Dorothy,Adams,Female,Vietnam,2002-03-17,2024-02-17,Finance Manager,Finance,Senai,Malaysia,active,22.0,0.0
563,101568,pongsak_chaisuwan,Pongsak,Chaisuwan,Male,Thailand,1988-10-31,2022-09-08,Data Analysis Engineer,Data Analysis,Surabaya,Indonesia,active,36.0,2.0
564,101569,anthony_shelton,Anthony,Shelton,Male,Canada,1997-03-18,2021-05-26,Sales Manager,Sales,Kulim,Malaysia,active,27.0,3.0
565,101570,juan_fields,Juan,Fields,Male,Germany,2003-01-27,2023-07-24,Sales Engineer,Sales,Senai,Malaysia,active,21.0,1.0
566,101571,pattama_panyarachun,Pattama,Panyarachun,Female,Thailand,1987-10-30,2023-08-11,Finance Engineer,Finance,Kuala Lumpur,Malaysia,active,37.0,1.0
567,101572,bryan_mayer,Bryan,Mayer,Male,Singapore,1965-06-25,2024-01-23,Information Technology Engineer,Information Technology,Senai,Malaysia,inactive,59.0,0.0
568,101573,nattapong_somchai,Nattapong,Somchai,Male,Thailand,2004-12-19,2023-11-08,Engineering Manager,Engineering,Senai,Malaysia,active,19.0,0.0
569,101574,olivia_shea,Olivia,Shea,Female,Spain,1991-07-20,2024-09-05,Finance Engineer,Finance,Senai,Malaysia,active,33.0,0.0
570,101575,charles_moore,Charles,Moore,Male,Vietnam,1988-12-14,2020-06-06,Information Technology Manager,Information Technology,Surabaya,Indonesia,active,35.0,4.0
571,101576,julie_kelly,Julie,Kelly,Female,Poland,1978-08-03,2024-04-16,Sales Engineer,Sales,Kulim,Malaysia,active,46.0,0.0
572,101577,richard_hampton,Richard,Hampton,Male,Germany,1997-08-18,2022-10-10,HR Engineer,Human Resource,Kuala Lumpur,Malaysia,active,27.0,2.0
573,101578,elizabeth_martinez,Elizabeth,Martinez,Female,Indonesia,1998-04-26,2019-12-22,Safety Engineer,Safety,Kulim,Malaysia,active,26.0,4.0
574,101579,kittisak_kraipob,Kittisak,Kraipob,Male,Thailand,1967-08-14,2021-08-12,Site Management Engineer,Site Management,Senai,Malaysia,inactive,57.0,3.0
575,101580,victor_villegas,Victor,Villegas,Female,Germany,1972-10-15,2024-05-02,HR Engineer,Human Resource,Kulim,Malaysia,active,52.0,0.0
576,101581,elizabeth_novak,Elizabeth,Novak,Female,Indonesia,2004-12-10,2022-11-26,Sales Engineer,Sales,Surabaya,Indonesia,active,19.0,1.0
577,101582,john_brown,John,Brown,Male,Spain,1972-09-02,2021-11-13,Finance Manager,Finance,Kuala Lumpur,Malaysia,active,52.0,2.0
578,101583,cynthia_johnson,Cynthia,Johnson,Female,Poland,1966-10-20,2021-11-24,Site Management Manager,Site Management,Kulim,Malaysia,inactive,58.0,2.0
579,101584,julie_conway,Julie,Conway,Female,Indonesia,1967-10-27,2020-01-23,Site Management Manager,Site Management,Senai,Malaysia,inactive,57.0,4.0
580,101585,kevin_mcfarland,Kevin,Mcfarland,Male,Australia,1968-01-31,2023-05-29,Information Technology Manager,Information Technology,Kuala Lumpur,Malaysia,inactive,56.0,1.0
581,101586,bobby_johnson,Bobby,Johnson,Female,Vietnam,1969-06-30,2020-07-27,Finance Engineer,Finance,Kuala Lumpur,Malaysia,inactive,55.0,4.0
582,101587,derek_choi,Derek,Choi,Male,Spain,2005-09-30,2021-06-21,Site Support Engineer,Site Support,Surabaya,Indonesia,active,19.0,3.0
583,101588,kevin_peterson,Kevin,Peterson,Female,New Zealand,1975-01-28,2022-11-28,Site Management Engineer,Site Management,Kulim,Malaysia,active,49.0,1.0
584,101589,heather_lewis,Heather,Lewis,Female,Australia,1995-08-05,2021-12-30,Data Analysis Engineer,Data Analysis,Kulim,Malaysia,active,29.0,2.0
585,101590,rebecca_russell,Rebecca,Russell,Female,New Zealand,1987-10-16,2020-03-03,Sales Engineer,Sales,Kuala Lumpur,Malaysia,active,37.0,4.0
586,101591,jon_oliver,Jon,Oliver,Male,Spain,1971-07-26,2021-02-16,Engineering Manager,Engineering,Surabaya,Indonesia,active,53.0,3.0
587,101592,shannon_phillips,Shannon,Phillips,Female,Australia,1988-12-13,2023-02-12,Finance Manager,Finance,Kuala Lumpur,Malaysia,active,35.0,1.0
588,101593,casey_dean,Casey,Dean,Male,Poland,1991-09-25,2022-09-10,Sales Engineer,Sales,Kulim,Malaysia,active,33.0,2.0
589,101594,supatra_wattanachai,Supatra,Wattanachai,Female,Thailand,1975-03-04,2024-01-26,Engineering Manager,Engineering,Surabaya,Indonesia,active,49.0,0.0
590,101595,viyadaploy_boonserm,Viyada Ploy ,Boonserm,Female,Thailand,1966-02-01,2022-07-12,Executive Management Engineer,Executive Management,Surabaya,Indonesia,inactive,58.0,2.0
591,101596,rose_anderson,Rose,Anderson,Female,Germany,2006-09-13,2024-09-07,Site Support Engineer,Site Support,Kulim,Malaysia,active,18.0,0.0
592,101597,orathai_supasiri,Orathai,Supasiri,Female,Thailand,1972-03-09,2021-07-05,Finance Engineer,Finance,Kulim,Malaysia,active,52.0,3.0
593,101598,james_keith,James,Keith,Male,Poland,1970-02-28,2023-05-11,Site Management Engineer,Site Management,Senai,Malaysia,active,54.0,1.0
594,101599,jenna_johnson,Jenna,Johnson,Female,Australia,1967-11-14,2020-08-13,Sales Engineer,Sales,Senai,Malaysia,inactive,56.0,4.0
595,101600,terri_short,Terri,Short,Female,New Zealand,1981-08-17,2023-01-09,Information Technology Engineer,Information Technology,Kuala Lumpur,Malaysia,active,43.0,1.0
596,101601,julie_richardson,Julie,Richardson,Female,Germany,2001-08-07,2023-11-24,Information Technology Manager,Information Technology,Kulim,Malaysia,active,23.0,0.0
597,101602,beverly_curtis,Beverly,Curtis,Male,Germany,2002-09-24,2022-06-01,Safety Engineer,Safety,Kuala Lumpur,Malaysia,active,22.0,2.0
598,101603,luke_kelley,Luke,Kelley,Male,Germany,1997-11-18,2021-02-15,Safety Engineer,Safety,Kuala Lumpur,Malaysia,active,26.0,3.0
599,101604,susan_west,Susan,West,Female,Vietnam,1974-09-04,2022-04-24,HR Manager,Human Resource,Kuala Lumpur,Malaysia,active,50.0,2.0
600,101605,sally_bailey,Sally,Bailey,Female,Vietnam,1972-10-19,2021-10-17,Information Technology Manager,Information Technology,Senai,Malaysia,active,52.0,3.0
601,101606,megan_rojas,Megan,Rojas,Female,Indonesia,1971-03-24,2023-04-08,Site Support Manager,Site Support,Surabaya,Indonesia,active,53.0,1.0
602,101607,susan_jackson,Susan,Jackson,Female,Indonesia,1978-05-28,2021-12-01,Executive Management Manager,Executive Management,Kulim,Malaysia,active,46.0,2.0
603,101608,richard_jones,Richard,Jones,Male,Singapore,1995-08-26,2022-06-18,Site Management Manager,Site Management,Senai,Malaysia,active,29.0,2.0
604,101609,dawn_wilcox,Dawn,Wilcox,Male,Poland,1963-12-12,2022-12-30,Data Analysis Engineer,Data Analysis,Kuala Lumpur,Malaysia,inactive,60.0,1.0
605,101610,cynthia_russell,Cynthia,Russell,Female,Canada,1997-10-31,2021-01-16,Site Support Engineer,Site Support,Surabaya,Indonesia,active,27.0,3.0
606,101611,travis_norman,Travis,Norman,Female,Spain,1991-02-18,2024-06-15,Engineering Engineer,Engineering,Kulim,Malaysia,active,33.0,0.0
